Compound_ID,Molecular_Weight,LogP,H_Bond_Acceptors,H_Bond_Donors,Lipinski_Violations,Lipinski_Compliant,Status
Compound_402,741.53174400774,-0.7877423690094423,6,0,1,False,Fail
Compound_403,503.1514234687143,0.4514834807183785,12,0,2,False,Fail
Compound_404,695.8744796646449,3.6643324877575374,12,0,2,False,Fail
Compound_405,392.02976061836705,2.3713964047399836,10,7,1,False,Fail
Compound_406,737.3139370977203,6.141373688615799,3,4,2,False,Fail
Compound_407,433.52100724049785,5.539548493907527,1,0,1,False,Fail
Compound_408,206.50259088817901,1.7345388135830078,14,4,1,False,Fail
Compound_409,743.2291858515582,1.0753874674503399,13,4,2,False,Fail
Compound_410,254.77200607168015,2.0375392653381352,3,6,1,False,Fail
Compound_411,391.58818255424893,3.722359540118462,5,0,0,True,Pass
Compound_412,770.0371802304829,1.14450912658301,10,2,1,False,Fail
Compound_413,770.3642881625336,3.993191262793072,10,3,1,False,Fail
Compound_414,544.0627328739716,2.2752932175299234,2,1,1,False,Fail
Compound_415,579.1023273018795,3.416377446815842,0,4,1,False,Fail
Compound_416,469.06731318699184,2.4890122330825335,13,5,1,False,Fail
Compound_417,375.9264630188387,1.3557260763353414,11,5,1,False,Fail
Compound_418,397.1987272219496,6.5876264556972535,7,3,1,False,Fail
Compound_419,603.511073646223,5.108846353278087,11,5,3,False,Fail
Compound_420,651.424717662608,0.12090540613162037,12,2,2,False,Fail
Compound_421,674.947426235509,5.947743807183302,4,5,2,False,Fail
Compound_422,673.7708856767324,2.899449585996109,14,1,2,False,Fail
Compound_423,254.72366182921422,6.156417815152731,4,1,1,False,Fail
Compound_424,496.6521828215489,5.398842047578522,10,4,1,False,Fail
Compound_425,234.53525600998657,2.4017080357538676,3,0,0,True,Pass
Compound_426,529.7173293942413,-0.8202455334390608,5,6,2,False,Fail
Compound_427,464.91830082402623,1.1494188750795686,2,2,0,True,Pass
Compound_428,732.6225096549798,3.3330737172869354,8,4,1,False,Fail
Compound_429,410.5490075312472,4.067825758609178,4,2,0,True,Pass
Compound_430,270.2402098565635,1.0631014834656183,2,0,0,True,Pass
Compound_431,285.7950092317015,0.11484859258259306,10,7,1,False,Fail
Compound_432,656.9063790304833,5.679441894394393,0,5,2,False,Fail
Compound_433,570.9308379897566,6.875217445628417,9,5,2,False,Fail
Compound_434,260.67360567367416,3.2055214584214866,11,6,2,False,Fail
Compound_435,250.46408366899846,0.373434286786428,5,0,0,True,Pass
Compound_436,620.5814788754719,1.1784586121549516,14,4,2,False,Fail
Compound_437,243.65780381851613,-0.8528745876202661,1,6,1,False,Fail
Compound_438,693.1160355742138,6.314390452483992,12,0,3,False,Fail
Compound_439,623.7453362938977,-0.057991336878870925,2,3,1,False,Fail
Compound_440,248.80926838513986,3.6121318041140285,0,1,0,True,Pass
Compound_441,250.90262845111516,1.192441765497648,8,6,1,False,Fail
Compound_442,791.9837471007053,3.4334240201263473,7,6,2,False,Fail
Compound_443,424.56247745367216,4.211363106814914,11,4,1,False,Fail
Compound_444,422.3852882401345,5.637934429657613,1,2,1,False,Fail
Compound_445,687.6797403545015,0.6513701740848257,14,3,2,False,Fail
Compound_446,768.3491464303153,-0.9120333707321562,11,4,2,False,Fail
Compound_447,791.6006382937226,0.09508504055045819,10,0,1,False,Fail
Compound_448,652.026911155365,6.200149134784841,7,0,2,False,Fail
Compound_449,425.75575131854947,5.991120620500122,11,0,2,False,Fail
Compound_450,250.10043001920127,3.7793048173624664,13,7,2,False,Fail
Compound_451,666.288149556462,3.804134883469227,8,0,1,False,Fail
Compound_452,535.042549841483,4.320293396370044,0,2,1,False,Fail
Compound_453,454.5332055481858,0.4029702289875967,12,3,1,False,Fail
Compound_454,743.8126310568416,6.315295567399678,4,5,2,False,Fail
Compound_455,266.7184893836908,2.350164199136585,7,1,0,True,Pass
Compound_456,495.57506257451547,2.0651082259959797,14,2,1,False,Fail
Compound_457,206.81218686045145,3.1513416422627003,10,2,0,True,Pass
Compound_458,481.1963851964758,-0.6242722657995596,13,7,2,False,Fail
Compound_459,233.7819654091024,0.33026695004863527,1,5,0,True,Pass
Compound_460,271.29074976084314,4.9042689314109635,3,5,0,True,Pass
Compound_461,270.5157480662629,-0.33761065659898826,6,1,0,True,Pass
Compound_462,589.5261812696381,3.8252168757311056,2,1,1,False,Fail
Compound_463,647.626927559254,0.9627928774505676,12,5,2,False,Fail
Compound_464,550.0212590582958,2.1143649123358124,11,0,2,False,Fail
Compound_465,777.3035290847251,1.309549894165599,4,2,1,False,Fail
Compound_466,424.92234771422244,1.845381731719593,7,4,0,True,Pass
Compound_467,371.4272517691164,4.752367241473964,11,1,1,False,Fail
Compound_468,721.1594769136761,1.3769737249854002,9,7,2,False,Fail
Compound_469,334.1575031116716,3.5312371223751775,2,7,1,False,Fail
Compound_470,777.9335236643668,2.8084032175927973,3,1,1,False,Fail
Compound_471,207.2926848138898,4.309369322901185,13,5,1,False,Fail
Compound_472,781.9272960245834,6.494637914598064,14,3,3,False,Fail
Compound_473,225.89594717034566,4.860576777682002,8,4,0,True,Pass
Compound_474,734.6858682188426,0.7195230287260541,13,4,2,False,Fail
Compound_475,516.6206654517799,-0.7505349195097226,13,1,2,False,Fail
Compound_476,795.7788776715802,1.0981123543986007,6,0,1,False,Fail
Compound_477,244.27793884123932,3.7606234456020387,0,3,0,True,Pass
Compound_478,532.3125706407925,-0.5885934921259972,13,4,2,False,Fail
Compound_479,781.5815213714594,2.9709299776098907,11,1,2,False,Fail
Compound_480,513.8587065020893,3.7747427913351137,3,7,2,False,Fail
Compound_481,577.6391828811575,1.6739511265356866,3,4,1,False,Fail
Compound_482,617.4492133907703,5.167297629966575,8,6,3,False,Fail
Compound_483,472.72463886066396,-0.14721397492982558,5,3,0,True,Pass
Compound_484,576.5348480504381,-0.3988977461135299,8,3,1,False,Fail
Compound_485,550.5885871538601,4.825510049628827,11,6,3,False,Fail
Compound_486,740.6948062945934,2.9639305296495877,14,2,2,False,Fail
Compound_487,227.26782820487472,4.507219171421888,5,7,1,False,Fail
Compound_488,368.57791375533816,2.47861870882997,5,6,1,False,Fail
Compound_489,770.2468904459353,0.9712162659128545,4,5,1,False,Fail
Compound_490,734.1582703345498,5.552818541393598,4,5,2,False,Fail
Compound_491,473.39405167142775,5.395327031751834,1,1,1,False,Fail
Compound_492,572.079558680922,4.557571766835414,7,3,1,False,Fail
Compound_493,366.4287097886796,1.1771610978397016,7,2,0,True,Pass
Compound_494,312.8726958342568,3.7218453349526968,10,2,0,True,Pass
Compound_495,478.2190429639893,1.8877911755202144,12,4,1,False,Fail
Compound_496,412.0113368156317,-0.2673434133869268,0,4,0,True,Pass
Compound_497,550.1936671105232,6.338508603697942,7,6,3,False,Fail
Compound_498,246.6407821789909,0.09454904735169123,4,2,0,True,Pass
Compound_499,784.6368845996999,6.6018988305664195,1,6,3,False,Fail
Compound_500,791.7264466877617,2.568046183663646,13,7,3,False,Fail
